origen_id,destino_id,origen_lat,origen_lon,destino_lat,destino_lon,calle,distancia_m,trafico,distancia_trafico_m,tiempo_estimado_s,distrito_origen,distrito_destino
1273833141,1757646159,-12.1719206,-77.0265401,-12.1713943,-77.0264921,Calle Guyana,59.46,1.47,87.41,10.49,Chorrillos,Chorrillos
1273834229,1273751255,-12.1980889,-76.9907792,-12.1987644,-76.9900571,Avenida Cordillera Oriental,108.63,1.66,180.33,21.65,Chorrillos,Chorrillos
1273834229,1827925925,-12.1980889,-76.9907792,-12.1977236,-76.9911697,Avenida Cordillera Oriental,58.75,2.22,130.43,15.66,Chorrillos,Chorrillos
1273834229,1273500845,-12.1980889,-76.9907792,-12.1988363,-76.9915427,Jirón Nevado Sara Sara,117.44,1.41,165.59,19.88,Chorrillos,Chorrillos
1273834229,1273615281,-12.1980889,-76.9907792,-12.1973527,-76.9900233,Jirón Nevado Sara Sara,115.98,1.42,164.69,19.77,Chorrillos,Chorrillos
1273834296,2146302508,-12.1880954,-77.0061664,-12.1882975,-77.0057246,Sin nombre,53.02,1.25,66.28,7.96,Chorrillos,Chorrillos
1273834296,4395576020,-12.1880954,-77.0061664,-12.1877866,-77.0071229,Sin nombre,110.85,1.2,133.02,15.97,Chorrillos,Chorrillos
1273834296,3754884237,-12.1880954,-77.0061664,-12.1870419,-77.0070423,10 de Noviembre,180.14,2.23,401.71,48.22,Chorrillos,Chorrillos
1273834296,4395576024,-12.1880954,-77.0061664,-12.1890374,-77.006553,10 de Noviembre,112.86,1.3,146.72,17.61,Chorrillos,Chorrillos
1273835345,1273673510,-12.175342,-77.0163305,-12.1750338,-77.0159744,Jirón Néstor Madalengoitia,51.7,2.24,115.81,13.9,Chorrillos,Chorrillos
1273835345,3063628831,-12.175342,-77.0163305,-12.1760498,-77.0156419,Jirón Carlos Mellet Vargas,108.61,1.92,208.53,25.03,Chorrillos,Chorrillos
1273835345,1273949473,-12.175342,-77.0163305,-12.1749724,-77.0167487,Jirón Carlos Mellet Vargas,61.3,2.07,126.89,15.23,Chorrillos,Chorrillos
1273836054,4351413855,-12.1921771,-77.0077612,-12.1927344,-77.008161,Avenida Alameda Sur,75.69,1.61,121.86,14.63,Chorrillos,Chorrillos
1273836160,1287275360,-12.2034587,-77.0116626,-12.2029996,-77.0113244,Calle Las Tortugas,62.91,2.45,154.13,18.5,Chorrillos,Chorrillos
1273836160,10038118732,-12.2034587,-77.0116626,-12.2033055,-77.0118833,Calle Guyanas,29.42,1.12,32.95,3.96,Chorrillos,Chorrillos
1273836160,1273757044,-12.2034587,-77.0116626,-12.2049463,-77.0127745,Calle Las Tortugas,204.87,1.05,215.11,25.82,Chorrillos,Chorrillos
1273837993,1273745056,-12.1859746,-77.0048905,-12.1863109,-77.0048374,Jirón Loreto,37.84,2.4,90.82,10.9,Chorrillos,Chorrillos
1273837993,1273954710,-12.1859746,-77.0048905,-12.1862385,-77.0051081,Calle Piura,37.69,1.69,63.7,7.65,Chorrillos,Chorrillos
1273837993,4395576069,-12.1859746,-77.0048905,-12.1859557,-77.0038137,Sin nombre,120.19,1.38,165.86,19.91,Chorrillos,Chorrillos
1273837993,1273584667,-12.1859746,-77.0048905,-12.1853104,-77.0046911,Jirón Loreto,77.04,2.47,190.29,22.84,Chorrillos,Chorrillos
1273839182,1273855137,-12.1757155,-77.0239212,-12.1753704,-77.0236302,Calle Jacinto Mendoza,49.73,1.63,81.06,9.73,Chorrillos,Chorrillos
1273839182,12823584407,-12.1757155,-77.0239212,-12.1757492,-77.0238919,Jirón Julio Maxeleam,4.92,1.23,6.05,0.73,Chorrillos,Chorrillos
1273839182,1757646216,-12.1757155,-77.0239212,-12.1765353,-77.0241996,Calle Jacinto Mendoza,98.11,1.08,105.96,12.72,Chorrillos,Chorrillos
1273840364,1770496703,-12.1773831,-77.0137397,-12.1777402,-77.0134046,Jirón Enrique Parodi,53.88,2.07,111.53,13.39,Chorrillos,Chorrillos
1273840364,3974742753,-12.1773831,-77.0137397,-12.1770162,-77.0140838,Jirón Enrique Parodi,55.35,1.89,104.61,12.56,Chorrillos,Chorrillos
1273840364,1273896878,-12.1773831,-77.0137397,-12.1766496,-77.0129181,Calle Armando Orozco Falla,120.94,1.64,198.34,23.81,Chorrillos,Chorrillos
1273840707,1827925947,-12.1994941,-76.989277,-12.2002167,-76.9885593,Avenida Cordillera Oriental,111.98,1.85,207.16,24.87,Chorrillos,Chorrillos
1273840707,1273751255,-12.1994941,-76.989277,-12.1987644,-76.9900571,Avenida Cordillera Oriental,117.35,1.14,133.78,16.06,Chorrillos,Chorrillos
1273840707,1827925937,-12.1994941,-76.989277,-12.198772,-76.9885295,Jirón Volcán Misti,114.22,2.13,243.29,29.21,Chorrillos,Chorrillos
1273840707,1273627808,-12.1994941,-76.989277,-12.2002699,-76.9900516,Jirón Volcán Misti,120.54,1.81,218.18,26.19,Chorrillos,Chorrillos
1273840763,1827926009,-12.2051978,-76.9794266,-12.204434,-76.9801493,Avenida Santa Isabel,115.68,1.94,224.42,26.94,Chorrillos,Chorrillos
1273840763,5491720807,-12.2051978,-76.9794266,-12.2055187,-76.9791114,Avenida Santa Isabel,49.46,1.51,74.68,8.97,Chorrillos,Chorrillos
1273840763,1273732005,-12.2051978,-76.9794266,-12.2045052,-76.978693,Avenida Miramar,110.85,2.1,232.78,27.94,Chorrillos,Chorrillos
1273840763,1273504718,-12.2051978,-76.9794266,-12.205799,-76.9800625,Avenida Miramar,96.15,1.8,173.07,20.78,Chorrillos,Chorrillos
1273841624,5491739056,-12.1896404,-76.9881526,-12.189573,-76.9883256,Sin nombre,20.24,1.44,29.15,3.5,Chorrillos,Chorrillos
1273841624,1273485822,-12.1896404,-76.9881526,-12.1893878,-76.988052,Sin nombre,30.14,2.23,67.21,8.07,Chorrillos,Chorrillos
1273841624,1273795733,-12.1896404,-76.9881526,-12.1906107,-76.9890803,Sin nombre,175.63,1.72,302.08,36.26,Chorrillos,Chorrillos
1273841984,3754884237,-12.186765,-77.0068672,-12.1870419,-77.0070423,Sin nombre,36.4,1.56,56.78,6.82,Chorrillos,Chorrillos
1273841984,3754884252,-12.186765,-77.0068672,-12.1873813,-77.0058495,Avenida Confraternidad,132.45,1.37,181.46,21.78,Chorrillos,Chorrillos
1273841984,859799431,-12.186765,-77.0068672,-12.1866529,-77.0069908,Avenida Confraternidad,18.33,2.08,38.13,4.58,Chorrillos,Chorrillos
1273841984,2146303414,-12.186765,-77.0068672,-12.1866521,-77.0068806,Avenida Los Próceres,12.66,1.06,13.42,1.61,Chorrillos,Chorrillos
1273842072,1273485822,-12.1901071,-76.9875255,-12.1893878,-76.988052,Calle Los Robles,98.35,1.66,163.26,19.6,Chorrillos,Chorrillos
1273842072,1273972969,-12.1901071,-76.9875255,-12.1895453,-76.9871928,Avenida 4,72.18,1.86,134.25,16.12,Chorrillos,Chorrillos
1273842072,4357773548,-12.1901071,-76.9875255,-12.1904314,-76.9877513,Avenida 4,43.62,1.79,78.08,9.37,Chorrillos,Chorrillos
1273842876,1757646214,-12.1762509,-77.0222104,-12.1764768,-77.0217923,Avenida Julio Calero,51.92,1.77,91.9,11.03,Chorrillos,Chorrillos
1273842876,4395595232,-12.1762509,-77.0222104,-12.1760059,-77.022682,Avenida Julio Calero,58.05,1.5,87.07,10.45,Chorrillos,Chorrillos
1273842876,1273704273,-12.1762509,-77.0222104,-12.1761145,-77.0220738,Calle Manuel Alcedo,21.23,1.94,41.19,4.94,Chorrillos,Chorrillos
1273844060,4331504365,-12.2047492,-76.9806262,-12.2046528,-76.9806997,Pasaje Virgen de Chapi,13.37,2.49,33.29,4.0,Chorrillos,Chorrillos
1273844060,5491738363,-12.2047492,-76.9806262,-12.2051027,-76.9803088,Pasaje Virgen de Chapi,52.3,1.09,57.01,6.84,Chorrillos,Chorrillos
1273844060,1273749457,-12.2047492,-76.9806262,-12.20536,-76.9812736,Sin nombre,97.81,1.5,146.72,17.61,Chorrillos,Chorrillos
1273844652,1825970709,-12.201092,-76.9821502,-12.2007556,-76.9818117,Víctor Andrés Belaúnde Terry,52.47,2.38,124.88,14.99,Chorrillos,Chorrillos
1273844652,1273578303,-12.201092,-76.9821502,-12.2014999,-76.9825614,Víctor Andrés Belaúnde Terry,63.67,1.28,81.5,9.78,Chorrillos,Chorrillos
1273844652,1827864438,-12.201092,-76.9821502,-12.2003702,-76.9829266,Jorge Chávez,116.46,1.16,135.09,16.22,Chorrillos,Chorrillos
1273844652,1827864452,-12.201092,-76.9821502,-12.2018964,-76.981353,Jorge Chávez,124.53,1.72,214.19,25.71,Chorrillos,Chorrillos
1273844706,1273961569,-12.2066264,-77.0100094,-12.2069346,-77.0102685,Avenida Alameda Marqués de la Bula,44.36,1.65,73.19,8.79,Chorrillos,Chorrillos
1273844706,2146302520,-12.2066264,-77.0100094,-12.206133,-77.0094038,Avenida Alameda Marqués de la Bula,86.15,1.71,147.32,17.69,Chorrillos,Chorrillos
1273844742,1844848285,-12.1679972,-76.9998534,-12.1698159,-77.0004544,Avenida Tambo Real,212.52,2.11,448.42,53.83,Chorrillos,Chorrillos
1273844742,1273943139,-12.1679972,-76.9998534,-12.1666063,-76.9994046,Avenida Tambo Real,162.17,2.23,361.64,43.41,Chorrillos,Chorrillos
1273844742,1844839014,-12.1679972,-76.9998534,-12.1683038,-76.9988796,Calle Tambo Grande,111.2,1.5,166.8,20.02,Chorrillos,Chorrillos
1273844763,10038118736,-12.2015152,-77.016673,-12.2015955,-77.0167323,K,11.01,2.42,26.64,3.2,Chorrillos,Chorrillos
1273844763,1408095274,-12.2015152,-77.016673,-12.2026535,-77.0152959,Calle San Pedro de Lucanas,196.18,1.27,249.15,29.91,Chorrillos,Chorrillos
1273846228,1273794758,-12.2030666,-76.9771708,-12.2026634,-76.9775013,Avenida Los Geranios,57.45,1.87,107.43,12.9,Chorrillos,Chorrillos
1273846228,1273767197,-12.2030666,-76.9771708,-12.2034666,-76.9767498,Avenida Los Geranios,63.81,2.26,144.21,17.31,Chorrillos,Chorrillos
1273846228,1273750622,-12.2030666,-76.9771708,-12.2023464,-76.9764093,Avenida Miramar,115.16,2.23,256.81,30.83,Chorrillos,Chorrillos
1273846228,1273515842,-12.2030666,-76.9771708,-12.2037661,-76.9779119,Avenida Miramar,111.97,2.41,269.85,32.39,Chorrillos,Chorrillos
1273848216,1701415345,-12.1921879,-76.98136,-12.1926057,-76.9809337,Avenida Micaela Bastidas,65.61,2.09,137.12,16.46,Chorrillos,Chorrillos
1273848216,1805764084,-12.1921879,-76.98136,-12.1919055,-76.9816594,Avenida Micaela Bastidas,45.22,2.45,110.79,13.3,Chorrillos,Chorrillos
1273848216,1273500111,-12.1921879,-76.98136,-12.1917984,-76.9809685,Jirón José Carlos Mariátegui,60.72,1.08,65.58,7.87,Chorrillos,Chorrillos
1273848746,1827979634,-12.174202,-77.0221323,-12.1738798,-77.0224436,Jirón Saturnino del Castillo,49.28,1.09,53.72,6.45,Chorrillos,Chorrillos
1273848746,1273804503,-12.174202,-77.0221323,-12.1731664,-77.0210025,Calle San Pablo,168.35,1.81,304.71,36.58,Chorrillos,Chorrillos
1273848746,1757646180,-12.174202,-77.0221323,-12.1745263,-77.0224589,Calle San Pablo,50.6,2.49,125.99,15.12,Chorrillos,Chorrillos
1273848977,1273754922,-12.2005316,-77.0129109,-12.2008358,-77.0124787,Calle Bermuda,57.88,1.69,97.82,11.74,Chorrillos,Chorrillos
1273848977,1273594473,-12.2005316,-77.0129109,-12.2002078,-77.013372,Calle Bermuda,61.71,1.24,76.52,9.19,Chorrillos,Chorrillos
1273848977,1408095390,-12.2005316,-77.0129109,-12.1994331,-77.0121012,Calle Molokai,150.56,1.48,222.83,26.75,Chorrillos,Chorrillos
1273849666,4331499452,-12.2038925,-76.981276,-12.2036,-76.9809578,Sin nombre,47.47,2.33,110.61,13.28,Chorrillos,Chorrillos
1273849666,1273964391,-12.2038925,-76.981276,-12.2035145,-76.9815967,Pasaje Virgen de Chapi,54.6,1.59,86.81,10.42,Chorrillos,Chorrillos
1273849666,3748204279,-12.2038925,-76.981276,-12.2043676,-76.9809172,Pasaje Virgen de Chapi,65.66,1.43,93.89,11.27,Chorrillos,Chorrillos
1273849666,1273965766,-12.2038925,-76.981276,-12.2045846,-76.982019,Sin nombre,111.57,1.9,211.98,25.45,Chorrillos,Chorrillos
1273851870,4894626022,-12.190213,-76.9946801,-12.1895171,-76.9954043,Avenida Cordillera Vilcanota,110.38,2.21,243.94,29.28,Chorrillos,Chorrillos
1273851870,5529092825,-12.190213,-76.9946801,-12.1907286,-76.9941776,Avenida Cordillera Vilcanota,79.18,2.38,188.45,22.62,Chorrillos,Chorrillos
1273851870,1273756536,-12.190213,-76.9946801,-12.1895384,-76.9941055,Jirón Pico Coan,97.61,2.05,200.1,24.02,Chorrillos,Chorrillos
1273851870,1784003342,-12.190213,-76.9946801,-12.1909747,-76.9954094,Jirón Pico Coan,116.0,1.86,215.76,25.9,Chorrillos,Chorrillos
1273851870,3748208645,-12.190213,-76.9946801,-12.1901893,-76.9939176,Cañete,82.92,2.12,175.79,21.1,Chorrillos,Chorrillos
1273851934,1273670414,-12.1682249,-77.0206306,-12.1689464,-77.0199635,Calle Belisario Suárez,108.14,1.77,191.41,22.98,Chorrillos,Chorrillos
1273851934,1273684022,-12.1682249,-77.0206306,-12.1679573,-77.0206412,Calle Belisario Suárez,31.34,1.93,60.49,7.26,Chorrillos,Chorrillos
1273852107,4106704672,-12.1947219,-77.0059242,-12.1948416,-77.0058062,Calle Macchu Picchu,18.48,2.28,42.13,5.06,Chorrillos,Chorrillos
1273852107,4106704681,-12.1947219,-77.0059242,-12.1962177,-77.0053502,"['Calle Los Picarones', 'Calle Tambo']",230.06,1.75,402.6,48.33,Chorrillos,Chorrillos
1273852107,1408095359,-12.1947219,-77.0059242,-12.19355,-77.006878,Calle Macchu Picchu,170.58,1.24,211.52,25.39,Chorrillos,Chorrillos
1273852834,3790347894,-12.2025851,-76.974504,-12.2026483,-76.9745274,Avenida El Triunfo,7.47,1.66,12.4,1.49,Chorrillos,Chorrillos
1273852834,1826853898,-12.2025851,-76.974504,-12.2002803,-76.9741165,Avenida El Triunfo,259.72,2.49,646.7,77.64,Chorrillos,Chorrillos
1273854717,1805764083,-12.1908819,-76.9835091,-12.1916045,-76.9827803,Avenida María Parado de Bellido,112.83,1.61,181.66,21.81,Chorrillos,Chorrillos
1273854717,1805764070,-12.1908819,-76.9835091,-12.190157,-76.984258,Avenida María Parado de Bellido,114.55,2.07,237.12,28.47,Chorrillos,Chorrillos
1273854717,1273680373,-12.1908819,-76.9835091,-12.1904883,-76.9831209,Pasaje Villarica,60.79,1.58,96.05,11.53,Chorrillos,Chorrillos
1273854717,4351561255,-12.1908819,-76.9835091,-12.1913011,-76.9839198,Pasaje Villarica,64.54,2.18,140.7,16.89,Chorrillos,Chorrillos
1273855137,1273839182,-12.1753704,-77.0236302,-12.1757155,-77.0239212,Calle Jacinto Mendoza,49.73,1.29,64.15,7.7,Chorrillos,Chorrillos
1273855137,1273680927,-12.1753704,-77.0236302,-12.1751401,-77.0240796,Avenida Héroes del Pacífico,55.16,1.12,61.78,7.42,Chorrillos,Chorrillos
1273855137,1273761713,-12.1753704,-77.0236302,-12.1758557,-77.0232308,Avenida Héroes del Pacífico,69.92,1.21,84.6,10.16,Chorrillos,Chorrillos
1273857249,1253275657,-12.212598,-77.0161267,-12.2116806,-77.0181073,Avenida Costanera,238.22,1.42,338.27,40.61,Chorrillos,Chorrillos
1273857249,1253330505,-12.212598,-77.0161267,-12.2121345,-77.015754,Avenida Alameda Los Horizontes,65.56,1.24,81.29,9.76,Chorrillos,Chorrillos
1273857249,5726431364,-12.212598,-77.0161267,-12.2121874,-77.0156549,Avenida Alameda Los Horizontes,73.94,1.55,114.61,13.76,Chorrillos,Chorrillos
1273858028,1273806358,-12.1937423,-76.9805801,-12.194449,-76.9798411,Avenida María Parado de Bellido,112.37,1.12,125.85,15.11,Chorrillos,Chorrillos
1273858028,1805764091,-12.1937423,-76.9805801,-12.192991,-76.9813298,Avenida María Parado de Bellido,116.7,2.34,273.08,32.78,Chorrillos,Chorrillos
1273858028,1805764092,-12.1937423,-76.9805801,-12.1933444,-76.9801861,Jirón Leoncio Prado,61.57,2.1,129.3,15.52,Chorrillos,Chorrillos
1273858028,1273649918,-12.1937423,-76.9805801,-12.1941318,-76.9809954,Jirón Leoncio Prado,62.56,2.4,150.14,18.02,Chorrillos,Chorrillos
1273860116,4396322739,-12.1740765,-77.0177004,-12.1737346,-77.0173361,Calle Julio Vega Solís,54.89,2.17,119.11,14.3,Chorrillos,Chorrillos
1273860116,1753960719,-12.1740765,-77.0177004,-12.174264,-77.0178966,Calle Julio Vega Solís,29.82,2.02,60.24,7.23,Chorrillos,Chorrillos
1273860116,1273949473,-12.1740765,-77.0177004,-12.1749724,-77.0167487,Jirón Carlos Mellet Vargas,143.61,1.74,249.88,30.0,Chorrillos,Chorrillos
1273860116,3762096911,-12.1740765,-77.0177004,-12.1737363,-77.0180416,Jirón Carlos Mellet Vargas,52.98,1.78,94.3,11.32,Chorrillos,Chorrillos
1273864917,1273920383,-12.1692753,-77.0223855,-12.1688981,-77.0227535,Calle Genaro Numa Llona,57.96,1.34,77.67,9.32,Chorrillos,Chorrillos
1273865513,1287275228,-12.2029383,-77.0153248,-12.202499,-77.0150138,Avenida Alameda Sur,59.4,2.47,146.72,17.61,Chorrillos,Chorrillos
1273865513,2833304391,-12.2029383,-77.0153248,-12.2028505,-77.0154371,Avenida Alameda Los Cedros,15.63,1.2,18.76,2.25,Chorrillos,Chorrillos
1273866763,4106720529,-12.1898677,-76.9866889,-12.1895305,-76.9864877,Avenida 6,43.41,1.08,46.88,5.63,Chorrillos,Chorrillos
1273866763,5475092443,-12.1898677,-76.9866889,-12.1901544,-76.98624,Avenida El Sol,58.28,1.21,70.52,8.47,Chorrillos,Chorrillos
1273866763,1273972969,-12.1898677,-76.9866889,-12.1895453,-76.9871928,Avenida El Sol,65.46,1.0,65.46,7.86,Chorrillos,Chorrillos
1273866763,11029710992,-12.1898677,-76.9866889,-12.1903617,-76.986965,Avenida 6,62.61,1.19,74.51,8.94,Chorrillos,Chorrillos
1273868018,4228742670,-12.1901648,-76.9904864,-12.1900509,-76.9900815,Calle San Pedro,45.79,2.15,98.45,11.82,Chorrillos,Chorrillos
1273868018,1273913744,-12.1901648,-76.9904864,-12.1902866,-76.9909292,Calle San Pedro,50.0,1.28,64.0,7.68,Chorrillos,Chorrillos
1273868018,1827925792,-12.1901648,-76.9904864,-12.1897249,-76.9906417,Calle Israel,51.75,2.14,110.74,13.29,Chorrillos,Chorrillos
1273868018,1273566665,-12.1901648,-76.9904864,-12.1909805,-76.9902089,Calle Israel,95.59,1.11,106.1,12.74,Chorrillos,Chorrillos
1273870334,5396196931,-12.1754614,-76.9977232,-12.173737,-76.9999054,Calle Teniente Carlos Jiménez Chávez,305.0,1.8,549.0,65.91,Chorrillos,Chorrillos
1273870334,1753892133,-12.1754614,-76.9977232,-12.1747594,-76.9971589,Avenida Los Faisanes,99.27,1.98,196.55,23.6,Chorrillos,Chorrillos
1273870334,1273730904,-12.1754614,-76.9977232,-12.1763101,-76.9966467,Calle Teniente Carlos Jiménez Chávez,150.33,1.46,219.48,26.35,Chorrillos,Chorrillos
1273870334,6086163064,-12.1754614,-76.9977232,-12.1764227,-76.9984752,Avenida Los Faisanes,134.56,1.55,208.57,25.04,Chorrillos,Chorrillos
1273872101,3785081244,-12.2162696,-77.004101,-12.2154848,-77.0039915,Avenida Hernando de Lavalle,88.95,2.27,201.92,24.24,Chorrillos,Chorrillos
1273872101,1273968491,-12.2162696,-77.004101,-12.2176158,-77.0042259,Avenida Hernando de Lavalle,166.97,1.42,237.1,28.46,Chorrillos,Chorrillos
1273872101,1273700691,-12.2162696,-77.004101,-12.2160136,-77.0049929,Avenida Alameda San Hermenegildo,101.11,1.6,161.78,19.42,Chorrillos,Chorrillos
1273873254,1273785747,-12.175418,-77.0254368,-12.1757385,-77.0256093,Avenida 12 de Febrero,40.27,1.3,52.35,6.28,Chorrillos,Chorrillos
1273873254,1757646205,-12.175418,-77.0254368,-12.1756329,-77.0250039,Sin nombre,52.77,1.89,99.74,11.97,Chorrillos,Chorrillos
1273873254,1273978054,-12.175418,-77.0254368,-12.1746787,-77.0248796,Avenida 12 de Febrero,102.16,2.09,213.51,25.63,Chorrillos,Chorrillos
1273873501,1273878079,-12.2000708,-76.9840532,-12.1993769,-76.9848094,Avenida Cordillera Vilcanota,112.73,1.63,183.75,22.06,Chorrillos,Chorrillos
1273873501,1827864441,-12.2000708,-76.9840532,-12.2007815,-76.9833219,Avenida Cordillera Vilcanota,112.08,2.3,257.78,30.95,Chorrillos,Chorrillos
1273873501,1273644765,-12.2000708,-76.9840532,-12.1993101,-76.9833344,Jirón Nevado Antaccassa,115.14,2.14,246.4,29.58,Chorrillos,Chorrillos
1273873501,4284437402,-12.2000708,-76.9840532,-12.200526,-76.9844897,Jirón Nevado Antaccassa,69.37,1.88,130.42,15.66,Chorrillos,Chorrillos
1273874334,1273456731,-12.2000882,-77.01911,-12.1996931,-77.0187391,Avenida A,59.62,2.18,129.97,15.6,Chorrillos,Chorrillos
1273874334,10038020788,-12.2000882,-77.01911,-12.2001455,-77.0190455,Calle Las Tunas,9.47,1.23,11.65,1.4,Chorrillos,Chorrillos
1273874334,4894626430,-12.2000882,-77.01911,-12.200006,-77.0191994,Calle Las Tunas,13.34,1.08,14.41,1.73,Chorrillos,Chorrillos
1273874859,371264812,-12.166907,-77.0206022,-12.1669317,-77.0196199,Avenida Máximo Alvarado,106.81,1.54,164.49,19.75,Chorrillos,Chorrillos
1273874859,1273979743,-12.166907,-77.0206022,-12.1658848,-77.0205664,Jirón Abraham Ballenas,113.73,1.17,133.06,15.97,Chorrillos,Chorrillos
1273874859,1273684022,-12.166907,-77.0206022,-12.1679573,-77.0206412,Jirón Abraham Ballenas,116.87,2.45,286.33,34.37,Chorrillos,Chorrillos
1273875522,4232296004,-12.1986338,-77.0075942,-12.1985886,-77.0076454,Puerto Supe,7.5,1.15,8.62,1.03,Chorrillos,Chorrillos
1273875522,1273584136,-12.1986338,-77.0075942,-12.1975719,-77.0064731,Avenida José Antonio Lavalle,169.68,2.46,417.41,50.11,Chorrillos,Chorrillos
1273875522,1408094864,-12.1986338,-77.0075942,-12.198943,-77.0072216,Puerto Supe,53.13,1.41,74.91,8.99,Chorrillos,Chorrillos
1273876293,1273783501,-12.2036393,-76.9900084,-12.2043563,-76.988875,Calle Grau,158.94,1.42,225.69,27.09,Chorrillos,Chorrillos
1273876293,1273920740,-12.2036393,-76.9900084,-12.2023908,-76.9901535,Calle Grau,141.71,1.41,199.81,23.99,Chorrillos,Chorrillos
1273876293,5491720804,-12.2036393,-76.9900084,-12.2040129,-76.990436,Sin nombre,62.66,1.71,107.15,12.86,Chorrillos,Chorrillos
1273876919,4106717472,-12.2023845,-76.9792487,-12.2024199,-76.9792142,Avenida San Pedro,5.44,2.32,12.62,1.52,Chorrillos,Chorrillos
1273876919,1273593074,-12.2023845,-76.9792487,-12.201843,-76.9797769,Avenida San Pedro,83.19,2.5,207.98,24.97,Chorrillos,Chorrillos
1273876919,1273698212,-12.2023845,-76.9792487,-12.2026714,-76.9795637,San Pedro,46.79,1.35,63.17,7.58,Chorrillos,Chorrillos
1273878079,1273873501,-12.1993769,-76.9848094,-12.2000708,-76.9840532,Avenida Cordillera Vilcanota,112.73,1.89,213.06,25.58,Chorrillos,Chorrillos
1273878079,1273673460,-12.1993769,-76.9848094,-12.1985984,-76.9840558,Jirón Nevado Yanahuanca,119.17,1.59,189.48,22.75,Chorrillos,Chorrillos
1273878079,1273516112,-12.1993769,-76.9848094,-12.2001459,-76.9855826,Jirón Nevado Yanahuanca,119.89,2.27,272.15,32.67,Chorrillos,Chorrillos
1273878079,1827925936,-12.1993769,-76.9848094,-12.1986765,-76.9855576,Avenida Cordillera Vilcanota,112.6,1.01,113.73,13.65,Chorrillos,Chorrillos
1273878625,1273466956,-12.1690682,-77.0309907,-12.1688912,-77.0307998,Calle Luis Felipe Villarán,28.6,1.56,44.62,5.36,Chorrillos,Chorrillos
1273878625,5473678013,-12.1690682,-77.0309907,-12.1686502,-77.0315858,Calle Manuel Lecca,79.65,1.9,151.34,18.17,Chorrillos,Chorrillos
1273878625,1273632092,-12.1690682,-77.0309907,-12.1688184,-77.0317013,"['Jirón Santa Rita', 'Calle Luis Felipe Villarán']",109.07,2.38,259.59,31.16,Chorrillos,Chorrillos
1273879186,11041691304,-12.2150453,-77.0061414,-12.2148786,-77.006576,Avenida Alameda de los Abanicos,50.74,2.11,107.06,12.85,Chorrillos,Chorrillos
1273879186,1273481327,-12.2150453,-77.0061414,-12.2146397,-77.0061699,Avenida Alameda del Corregidor,46.2,2.12,97.94,11.76,Chorrillos,Chorrillos
1273879186,11041739329,-12.2150453,-77.0061414,-12.215604,-77.0055878,Avenida Alameda San Hermenegildo,86.58,1.02,88.31,10.6,Chorrillos,Chorrillos
1273880198,1784334606,-12.1986002,-76.9933444,-12.1989057,-76.993002,Avenida Cordillera Occidental,50.39,1.14,57.44,6.9,Chorrillos,Chorrillos
1273880198,1759804571,-12.1986002,-76.9933444,-12.1982284,-76.9937554,Avenida Cordillera Occidental,60.86,1.7,103.46,12.42,Chorrillos,Chorrillos
1273880198,1759804575,-12.1986002,-76.9933444,-12.1978098,-76.992642,Sin nombre,116.41,1.76,204.88,24.6,Chorrillos,Chorrillos
1273883219,1273705048,-12.1847936,-76.9981725,-12.1852252,-76.9979872,Calle Ciro Alegría,52.05,1.26,65.58,7.87,Chorrillos,Chorrillos
1273883219,1783964608,-12.1847936,-76.9981725,-12.183799,-76.9976597,Jirón Tolomeo,134.55,1.19,160.11,19.22,Chorrillos,Chorrillos
1273884765,4227527913,-12.1684317,-77.0292653,-12.1680008,-77.0296969,Jirón Zepita,67.06,2.49,166.98,20.05,Chorrillos,Chorrillos
1273884765,1839133866,-12.1684317,-77.0292653,-12.1687981,-77.0289069,Jirón Zepita,56.37,1.14,64.26,7.71,Chorrillos,Chorrillos
1273884765,1839133846,-12.1684317,-77.0292653,-12.1679412,-77.0290053,Calle Mártir Olaya,61.43,2.47,151.73,18.21,Chorrillos,Chorrillos
1273884765,1839133864,-12.1684317,-77.0292653,-12.1687111,-77.0295194,Calle Mártir Olaya,41.57,1.53,63.6,7.64,Chorrillos,Chorrillos
1273889301,3748208697,-12.20349,-77.0038413,-12.2045963,-77.003156,Avenida Alameda San Marcos,143.81,2.33,335.08,40.23,Chorrillos,Chorrillos
1273889301,2146302509,-12.20349,-77.0038413,-12.2028095,-77.004332,Avenida Alameda San Marcos,92.58,2.27,210.16,25.23,Chorrillos,Chorrillos
1273889301,1273625726,-12.20349,-77.0038413,-12.2016376,-77.0008972,Pasaje Los Artesanos,394.57,1.89,745.74,89.52,Chorrillos,Chorrillos
1273889440,1273625516,-12.1702832,-77.0196306,-12.1706178,-77.0199967,Calle Juan Manuel Pereyra,54.48,1.79,97.52,11.71,Chorrillos,Chorrillos
1273889440,346474220,-12.1702832,-77.0196306,-12.1713141,-77.0186035,Calle Coronel Néstor Bermúdez,160.99,1.53,246.31,29.57,Chorrillos,Chorrillos
1273889966,1273452727,-12.1881878,-76.9827147,-12.1887518,-76.9825761,Calle Cahuide,64.5,2.5,161.25,19.36,Chorrillos,Chorrillos
1273890862,4346576347,-12.1709553,-77.0203987,-12.1709972,-77.0203538,Calle Coronel Cano,6.75,1.08,7.29,0.88,Chorrillos,Chorrillos
